Material ID,Formula,Transition Metal Group,Crystal System,Space Group,Total Magnetization (μB),Magnetization per Atom (µB/atom),Num Atoms,Is Stable
mp-1183996,Cu3F,Cu,Hexagonal,P6_3/mmc,0.0386716,0.00483395,8,False
mp-10634,CuF,Cu,Cubic,F-43m,0.0200218,0.0100109,2,False
mp-1229,CuF2,Cu,Monoclinic,P2_1/c,2.0000003,0.33333338333333334,6,True
mp-1147670,CuF2,Cu,Tetragonal,I4/mmm,0.3599454,0.11998180000000001,3,False
mp-1147672,CuF2,Cu,Tetragonal,P4/mmm,0.2739017,0.09130056666666668,3,False
mp-554201,MoF3,Mo,Cubic,Pm-3m,2.9999998,0.74999995,4,False
mp-557539,MoF3,Mo,Trigonal,R-3c,6.0,0.75,8,True
mp-1395134,MoF4,Mo,Triclinic,P1,0.0,0.0,10,False
mp-2041583,MoF4,Mo,Triclinic,P1,4.0000001,0.40000001,10,False
mp-504759,MoF5,Mo,Monoclinic,C2/m,4.0000001,0.16666667083333334,24,True
mp-1047607,MoF5,Mo,Orthorhombic,Cmcm,2.003097,0.16692474999999998,12,False
mp-1379489,MoF5,Mo,Monoclinic,P2_1/c,4.0,0.16666666666666666,24,False
mp-1406655,MoF5,Mo,Monoclinic,C2/c,2.0000001,0.166666675,12,False
mp-1445885,MoF5,Mo,Orthorhombic,Immm,1.0000606,0.16667676666666667,6,False
mp-557259,MoF6,Mo,Orthorhombic,Pnma,0.0,0.0,28,True
mp-558836,MoF6,Mo,Cubic,Im-3m,0.0,0.0,7,False
mp-466,Nb2F5,Nb,Cubic,Im-3m,1.0,0.047619047619047616,21,True
mp-1795,NbF3,Nb,Cubic,Pm-3m,2.0028975,0.500724375,4,False
mp-1416,NbF4,Nb,Tetragonal,I4/mmm,0.9899506,0.19799012,5,False
mp-18687,NbF5,Nb,Monoclinic,C2/m,0.0,0.0,24,True
mp-1186248,NbF5,Nb,Monoclinic,C2/m,0.0021443,8.934583333333333e-05,24,False
mp-556324,NiF2,Ni,Orthorhombic,Pnnm,4.001246,0.6668743333333333,6,False
mp-559798,NiF2,Ni,Tetragonal,P4_2/mnm,4.0012901,0.6668816833333334,6,True
mp-561428,NiF3,Ni,Trigonal,R-3c,2.0001366,0.250017075,8,False
mp-614777,NiF3,Ni,Trigonal,R-3,1.9999998,0.249999975,8,True
mp-1180654,NiF3,Ni,Triclinic,P-1,4.0005836,0.50007295,8,False
mp-1406123,NiF4,Ni,Tetragonal,I4/mcm,3.9998441,0.39998440999999996,10,False
mp-2416,YF3,Y,Orthorhombic,Pnma,0.0,0.0,16,True
mp-556242,YF3,Y,Cubic,Pm-3m,9.18e-05,7.65e-06,12,False
mp-1191736,YF3,Y,Trigonal,P-3c1,0.0,0.0,24,False
mp-1873,ZnF2,Zn,Tetragonal,P4_2/mnm,0.0,0.0,6,True
mp-7709,ZnF2,Zn,Orthorhombic,Pbcn,0.0,0.0,12,False
mp-34260,ZrF4,Zr,Tetragonal,P4/mmm,0.0011875,0.0002375,5,False
mp-561384,ZrF4,Zr,Tetragonal,P4_2/m,0.0,0.0,40,False
mp-1105223,ZrF4,Zr,Monoclinic,P2_1/c,0.0,0.0,20,True
mp-1194272,ZrF4,Zr,Monoclinic,C2/c,0.0,0.0,30,False
mp-31033,HfF4,Hf,Monoclinic,C2/c,0.0,0.0,30,True
mp-1184748,Ir3F,Ir,Cubic,Fm-3m,0.4765867,0.119146675,4,False
mp-2437,IrF3,Ir,Trigonal,R-3c,0.0,0.0,8,True
mp-13841,IrF4,Ir,Orthorhombic,Fdd2,1.9995292,0.19995292,10,True
mp-560553,IrF6,Ir,Orthorhombic,Pnma,12.0000001,0.42857143214285714,28,True
mp-1186354,Os3F,Os,Cubic,Fm-3m,0.0006038,0.00015095,4,False
mp-540830,OsF5,Os,Monoclinic,P2_1/c,23.9999999,0.49999999791666666,48,True
mp-22626,OsF6,Os,Orthorhombic,Pnma,8.0000001,0.28571428928571424,28,True
mp-1100763,Pt3F,Pt,Cubic,Fm-3m,0.203361,0.05084025,4,False
mp-8943,PtF4,Pt,Orthorhombic,Fdd2,0.0,0.0,10,True
mp-660594,PtF4,Pt,Monoclinic,Cc,1e-05,1.0000000000000002e-06,10,False
mp-541341,PtF5,Pt,Monoclinic,P2_1/c,7.9755696,0.1661577,48,True
mp-505319,PtF6,Pt,Orthorhombic,Pnma,7.9999998,0.28571427857142856,28,True
mp-974458,Re3F,Re,Cubic,Fm-3m,0.001072,0.000268,4,False
mp-1025374,ReF6,Re,Cubic,Im-3m,1.0000001,0.14285715714285716,7,True
mp-1209252,ReF6,Re,Orthorhombic,Pnma,3.9634731,0.1415526107142857,28,False
mp-643265,ReF7,Re,Triclinic,P-1,0.0,0.0,16,True
mp-8338,TaF3,Ta,Cubic,Pm-3m,1.9999716,0.4999929,4,False
mp-561197,TaF5,Ta,Monoclinic,C2/m,0.0,0.0,24,True
mp-1047356,TaF5,Ta,Orthorhombic,Cmcm,0.0023515,0.00019595833333333333,12,False
mp-1339908,TaF5,Ta,Monoclinic,P2_1/c,0.0,0.0,24,False
mp-1393434,TaF5,Ta,Triclinic,P-1,5e-07,4.166666666666666e-08,12,False
mp-1400588,TaF5,Ta,Orthorhombic,Immm,6.67e-05,1.1116666666666666e-05,6,False
mp-1830474,TaF5,Ta,Triclinic,P-1,0.0005215,4.345833333333334e-05,12,False
mp-1402840,WF4,W,Triclinic,P1,3.9999941,0.39999941,10,True
mp-2751956,WF4,W,Monoclinic,P2_1/c,4.0,0.4,10,False
mp-1047615,WF5,W,Orthorhombic,Cmcm,2.000516,0.16670966666666667,12,False
mp-1367785,WF5,W,Monoclinic,P2_1/c,4.0,0.16666666666666666,24,False
mp-1386198,WF5,W,Monoclinic,C2/c,2.0,0.16666666666666666,12,False
mp-1390563,WF5,W,Orthorhombic,Immm,1.0000362,0.1666727,6,False
mp-555003,WF6,W,Orthorhombic,Pnma,0.0,0.0,28,True
mp-1391,Ag2F,Ag,Trigonal,P-3m1,0.0,0.0,3,True
mp-861945,Ag2F3,Ag,Trigonal,R-3c,1.9975643,0.19975643,10,False
mp-542298,Ag2F5,Ag,Triclinic,P-1,0.0679971,0.0024284678571428573,28,True
mp-1183244,Ag3F,Ag,Hexagonal,P6_3/mmc,8.5e-05,1.0625e-05,8,False
mp-562412,Ag3F8,Ag,Monoclinic,P2_1/c,2.0,0.09090909090909091,22,False
mp-7592,AgF,Ag,Cubic,Fm-3m,5e-07,2.5e-07,2,True
mp-2284,AgF2,Ag,Orthorhombic,Pbca,0.0,0.0,12,True
mp-7715,AgF2,Ag,Monoclinic,P2_1/c,1e-07,1.6666666666666667e-08,6,False
mp-18536,AgF3,Ag,Hexagonal,P6_122,0.0,0.0,24,True
mp-241,CdF2,Cd,Cubic,Fm-3m,0.0,0.0,3,True
mp-1101972,CdF2,Cd,Orthorhombic,Pnma,0.0,0.0,12,False
mp-1185487,LuF3,Lu,Cubic,Fm-3m,8e-06,2e-06,4,False
mp-1207204,LuF3,Lu,Trigonal,P-3m1,0.0,0.0,4,False
mp-1210818,LuF3,Lu,Trigonal,P-3c1,0.0,0.0,24,True
mp-1186424,Pd3F,Pd,Cubic,Fm-3m,1.763566,0.4408915,4,False
mp-1058,PdF2,Pd,Tetragonal,P4_2/mnm,4.0,0.6666666666666666,6,False
mp-20284,PdF2,Pd,Cubic,Pa-3,4.0000007,0.3333333916666667,12,False
mp-13679,PdF3,Pd,Trigonal,R-3c,1.9964718,0.249558975,8,False
mp-14112,PdF3,Pd,Trigonal,P321,1.0000497,0.083337475,12,False
mp-1179948,PdF3,Pd,Monoclinic,C2/c,0.5610393,0.0701299125,8,False
mp-1524446,PdF3,Pd,Trigonal,R-3,2.0000699,0.2500087375,8,True
mp-13868,PdF4,Pd,Orthorhombic,Fdd2,0.0,0.0,10,True
mp-663300,PdF4,Pd,Monoclinic,Cc,0.0002321,2.321e-05,10,False
mp-974386,Rh3F,Rh,Tetragonal,I4/mmm,0.0190244,0.0047561,4,False
mp-2068,RhF3,Rh,Trigonal,R-3c,0.0,0.0,8,True
mp-21208,RhF3,Rh,Trigonal,P321,0.0005048,4.206666666666667e-05,12,False
mp-1179720,RhF3,Rh,Monoclinic,C2/c,3.4730968,0.4341371,8,False
mp-540622,RhF5,Rh,Monoclinic,P2_1/c,15.9999999,0.33333333125000003,48,True
mp-1025250,RhF6,Rh,Cubic,Im-3m,3.0,0.42857142857142855,7,False
mp-1209109,RhF6,Rh,Orthorhombic,Pnma,12.0000001,0.42857143214285714,28,True
mp-1209757,RhF6,Rh,Monoclinic,C2/c,5.9949074,0.4282076714285714,14,False
mp-1186909,Ru3F,Ru,Cubic,Fm-3m,0.0003155,7.8875e-05,4,False
mp-7570,RuF3,Ru,Trigonal,R-3c,1.9989958,0.249874475,8,True
mp-1179696,RuF3,Ru,Monoclinic,C2/c,6.0016917,0.7502114625,8,False
mp-974434,RuF4,Ru,Monoclinic,P2_1/c,4.0,0.4,10,True
mp-540829,RuF5,Ru,Monoclinic,P2_1/c,24.0000008,0.5000000166666666,48,True
mp-1025168,RuF6,Ru,Cubic,Im-3m,2.0,0.2857142857142857,7,False
mp-1209121,RuF6,Ru,Orthorhombic,Pnma,8.0,0.2857142857142857,28,True
mp-867369,TcF3,Tc,Orthorhombic,Amm2,6.0022157,0.7502769625,8,False
mp-1203061,TcF4,Tc,Orthorhombic,Pbca,24.0000008,0.60000002,40,True
mp-1025373,TcF6,Tc,Cubic,Im-3m,1.0,0.14285714285714285,7,False
mp-1208328,TcF6,Tc,Orthorhombic,Pnma,3.9999999,0.14285713928571428,28,True
mp-555908,CoF2,Co,Tetragonal,P4_2/mnm,6.0000001,1.0000000166666667,6,True
mp-559435,CoF3,Co,Cubic,Pm-3m,8.0000001,0.666666675,12,False
mp-559473,CoF3,Co,Trigonal,R-3c,3.999653,0.499956625,8,False
mp-860537,CoF3,Co,Trigonal,P321,2e-07,1.6666666666666667e-08,12,False
mp-1178425,CoF3,Co,Monoclinic,C2,12.0001511,1.0000125916666667,12,False
mp-1182416,CoF3,Co,Monoclinic,C2/c,3.9999603,0.4999950375,8,False
mp-1271079,CoF3,Co,Tetragonal,I4/mcm,0.0,0.0,16,True
mp-1271121,CoF3,Co,Tetragonal,P4/mbm,7.9426517,0.9928314625,8,False
mp-1271165,CoF3,Co,Monoclinic,C2/m,0.0453345,0.00283340625,16,False
mp-1271166,CoF3,Co,Orthorhombic,Cmmm,0.0077809,0.00048630625,16,False
mp-2761222,CoF3,Co,Monoclinic,C2,7.9999999,0.49999999375,16,False
mp-2767736,CoF3,Co,Orthorhombic,Cmc2_1,16.0042452,1.000265325,16,False
mp-1397055,CoF4,Co,Tetragonal,I4/mcm,5.9999999,0.5999999899999999,10,False
mp-558380,Cr2F5,Cr,Monoclinic,C2/c,14.0000004,1.0000000285714286,14,False
mp-554340,CrF2,Cr,Monoclinic,P2_1/c,8.0000008,1.3333334666666667,6,True
mp-560338,CrF3,Cr,Trigonal,R-3c,5.9999997,0.7499999625,8,True
mp-1181931,CrF3,Cr,Monoclinic,C2/c,6.0006112,0.7500764,8,False
mp-20488,CrF4,Cr,Tetragonal,P4_2/mnm,8.0000005,0.40000002500000004,20,False
mp-554855,CrF4,Cr,Monoclinic,C2/c,16.0001535,0.4000038375,40,True
mp-1387939,CrF4,Cr,Monoclinic,Cm,3.1e-06,3.1e-07,10,False
mp-1924816,CrF4,Cr,Tetragonal,I4/mcm,3.9999796,0.39999796,10,False
mp-639662,CrF5,Cr,Orthorhombic,Pbcm,3.9999998,0.16666665833333333,24,True
mp-1041606,CrF5,Cr,Orthorhombic,Cmcm,5.5770306,0.46475255,12,False
mp-1374127,CrF5,Cr,Monoclinic,P2_1/c,3.9999677,0.16666532083333332,24,False
mp-1388415,CrF5,Cr,Monoclinic,C2/c,2.0002797,0.16668997500000002,12,False
mp-1397070,CrF5,Cr,Orthorhombic,Immm,2.9019141,0.48365235,6,False
mp-1391848,CrF6,Cr,Trigonal,R-3,0.0,0.0,7,True
mp-1184279,Fe3F,Fe,Cubic,Pm-3m,9.7974433,2.449360825,4,False
mp-556911,FeF2,Fe,Tetragonal,P4_2/mnm,8.0000005,1.3333334166666668,6,True
mp-22398,FeF3,Fe,Trigonal,R-3c,10.0000003,1.2500000375,8,True
mp-558852,FeF3,Fe,Cubic,Pm-3m,15.0000006,1.25000005,12,False
mp-559450,FeF3,Fe,Cubic,Fd-3m,20.0000012,1.250000075,16,False
mp-1096967,FeF3,Fe,Orthorhombic,Cmcm,29.9999958,1.249999825,24,False
mp-1181398,FeF3,Fe,Trigonal,P321,15.0004712,1.2500392666666666,12,False
mp-1181783,FeF3,Fe,Monoclinic,C2/c,9.9999437,1.2499929625,8,False
mp-1396678,FeF4,Fe,Tetragonal,I4/mcm,8.0000417,0.80000417,10,False
mp-1213622,FeF6,Fe,Monoclinic,C2/c,8.0000004,0.5714286,14,True
mp-753169,Mn2F5,Mn,Monoclinic,C2/c,18.0,1.2857142857142858,14,False
mp-753215,Mn2F5,Mn,Monoclinic,C2/c,18.0000001,1.285714292857143,14,False
mp-753435,Mn2F7,Mn,Monoclinic,C2/c,14.0149803,0.7786100166666666,18,False
mp-757058,Mn2F7,Mn,Triclinic,P-1,14.0000002,0.7777777888888889,18,False
mp-759987,Mn2F7,Mn,Monoclinic,P2_1/c,28.0028149,0.7778559694444445,36,False
mp-760309,Mn2F7,Mn,Monoclinic,P2_1,2e-07,5.555555555555555e-09,36,False
mp-753434,Mn3F10,Mn,Triclinic,P-1,21.9994645,0.84613325,26,False
mp-752616,Mn3F8,Mn,Monoclinic,Cc,26.0052167,1.1820553045454545,22,False
mp-867575,Mn7F16,Mn,Trigonal,R-3,27.0000004,1.1739130608695654,23,False
mp-753607,Mn7F18,Mn,Triclinic,P-1,31.0069998,1.240279992,25,False
mp-556585,MnF2,Mn,Orthorhombic,Pbcn,20.0000012,1.6666667666666666,12,True
mp-560902,MnF2,Mn,Tetragonal,P4_2/mnm,10.0000009,1.6666668166666667,6,False
mp-615138,MnF2,Mn,Tetragonal,P-42m,20.0009302,1.6667441833333332,12,False
mp-2012783,MnF2,Mn,Cubic,P-43m,9.9999993,0.8333332750000001,12,False
mp-541384,MnF3,Mn,Trigonal,R-3c,8.0000002,1.000000025,8,False
mp-556560,MnF3,Mn,Monoclinic,C2/c,8.0000053,1.0000006625,8,True
mp-753295,MnF3,Mn,Tetragonal,P4/mbm,8.0000005,1.0000000625,8,False
mp-757186,MnF3,Mn,Tetragonal,P4_2/mnm,16.0037361,1.00023350625,16,False
mp-758601,MnF3,Mn,Monoclinic,C2/m,7.9999689,0.9999961125,8,False
mp-759525,MnF3,Mn,Tetragonal,P4/mbm,39.9983975,0.9999599375000001,40,False
mp-764949,MnF3,Mn,Orthorhombic,Pbam,7.9955981,0.9994497625,8,False
mp-765633,MnF3,Mn,Trigonal,P321,24.0010412,1.0000433833333333,24,False
mp-766789,MnF3,Mn,Trigonal,P321,24.0021603,1.0000900125,24,False
mp-1176433,MnF3,Mn,Monoclinic,P2_1/c,16.0015622,1.0000976375,16,False
mp-1176437,MnF3,Mn,Orthorhombic,Pnma,0.0006344,3.965e-05,16,False
mp-1176438,MnF3,Mn,Monoclinic,P2_1/m,16.0000001,1.00000000625,16,False
mp-2011351,MnF3,Mn,Hexagonal,P6_322,23.9999999,0.9999999958333333,24,False
mp-2034494,MnF3,Mn,Orthorhombic,Pnma,16.0000012,1.000000075,16,False
mp-541103,MnF4,Mn,Tetragonal,I4_1/a,24.0000004,0.60000001,40,True
mp-705480,MnF4,Mn,Trigonal,R-3c,18.0003313,0.6000110433333333,30,False
mp-753574,MnF4,Mn,Monoclinic,P2_1/c,5.9999996,0.59999996,10,False
mp-759343,MnF4,Mn,Orthorhombic,Pbam,6.0000001,0.60000001,10,False
mp-1221693,MnF4,Mn,Triclinic,P-1,8.9999998,0.5999999866666667,15,False
mp-1385977,MnF4,Mn,Tetragonal,I4/mcm,6.0003548,0.6000354800000001,10,False
mp-10694,ScF3,Sc,Cubic,Pm-3m,0.0,0.0,4,False
mp-559092,ScF3,Sc,Trigonal,R32,2.4e-06,6e-07,4,False
mp-634805,ScF3,Sc,Monoclinic,C2,2.6e-06,6.5e-07,4,False
mp-695817,ScF3,Sc,Orthorhombic,C222,5.2e-06,1.3e-06,4,False
mp-1078300,ScF3,Sc,Trigonal,R-3c,0.0,0.0,8,True
mp-1094067,ScF3,Sc,Orthorhombic,Pnma,0.0007136,4.46e-05,16,False
mp-1179500,ScF3,Sc,Monoclinic,C2,8.74e-05,2.185e-05,4,False
mp-282,TiF2,Ti,Cubic,Fm-3m,2.0000162,0.6666720666666667,3,False
mp-246,TiF3,Ti,Cubic,Pm-3m,2.0000001,0.2500000125,8,True
mp-562468,TiF3,Ti,Trigonal,R-3c,2.0000001,0.2500000125,8,False
mp-634867,TiF3,Ti,Monoclinic,C2/m,6e-07,1.5e-07,4,False
mp-1178963,TiF3,Ti,Trigonal,R-3m,0.9461433,0.236535825,4,False
mp-1179375,TiF3,Ti,Monoclinic,C2/c,0.0003706,4.6325e-05,8,False
mp-2901880,TiF3,Ti,Trigonal,R-3m,0.9999933,0.249998325,4,False
mp-28974,TiF4,Ti,Orthorhombic,Pnma,0.0,0.0,60,True
mp-1383199,TiF4,Ti,Triclinic,P1,0.0,0.0,10,False
mp-1209717,TiF6,Ti,Monoclinic,C2/c,0.0005705,4.075e-05,14,False
mp-759957,V2F7,V,Orthorhombic,Imma,6.0000001,0.3333333388888889,18,False
mp-760218,V2F7,V,Monoclinic,P2_1,11.9998875,0.3333302083333333,36,False
mp-1101228,V2F9,V,Hexagonal,P6_3cm,1.9999506,0.09090684545454546,22,False
mp-1101229,V2F9,V,Hexagonal,P6_3/mcm,1.9931587,0.09059812272727273,22,False
mp-1187787,V3F,V,Tetragonal,I4/mmm,3.4224965,0.855624125,4,False
mp-765637,V3F10,V,Orthorhombic,Pmma,10.000449,0.38463265384615386,26,False
mp-768262,V3F10,V,Monoclinic,Pc,10.0000803,0.3846184730769231,26,False
mp-1101191,V3F10,V,Orthorhombic,P222_1,9.9998626,0.3846101,26,False
mp-760030,V5F11,V,Monoclinic,P2_1/c,56.0000889,0.8750013890625,64,False
mp-760168,V6F13,V,Triclinic,P-1,33.9998871,0.8947338710526317,38,False
mp-555934,VF2,V,Tetragonal,P4_2/mnm,6.0000005,1.0000000833333333,6,True
mp-559931,VF3,V,Trigonal,R-3c,3.9999999,0.4999999875,8,True
mp-759097,VF3,V,Orthorhombic,Pnma,7.9999994,0.4999999625,16,False
mp-765663,VF3,V,Tetragonal,P4_2/mnm,8.0048664,0.50030415,16,False
mp-1178903,VF3,V,Monoclinic,C2/c,4.000001,0.500000125,8,False
mp-554799,VF4,V,Monoclinic,P2_1/c,1.9999998,0.19999998000000002,10,True
mp-752887,VF4,V,Orthorhombic,Pbam,2.0000004,0.20000004,10,False
mp-753759,VF4,V,Orthorhombic,Cmmm,1.0000003,0.20000005999999998,5,False
mp-757234,VF4,V,Orthorhombic,Pmna,2.0000001,0.20000000999999998,10,False
mp-757410,VF4,V,Monoclinic,C2/c,2.0001048,0.20001048,10,False
mp-759340,VF4,V,Orthorhombic,Pnma,7.9993174,0.199982935,40,False
mp-759867,VF4,V,Monoclinic,C2/c,2.0000001,0.20000000999999998,10,False
mp-759937,VF4,V,Orthorhombic,Pna2_1,8.0004645,0.2000116125,40,False
mp-759972,VF4,V,Monoclinic,Pc,1.9991966,0.19991966,10,False
mp-760249,VF4,V,Orthorhombic,Pnma,7.9999998,0.199999995,40,False
mp-765724,VF4,V,Trigonal,R-3,6.0001231,0.20000410333333332,30,False
mp-850937,VF4,V,Monoclinic,P2_1/c,4.0000003,0.200000015,20,False
mp-863400,VF4,V,Monoclinic,P2_1/c,3.9999998,0.19999999,20,False
mp-1101190,VF4,V,Monoclinic,P2_1/c,4.0005104,0.20002551999999998,20,False
mp-1101193,VF4,V,Monoclinic,P2_1/c,4.0000467,0.20000233500000003,20,False
mp-1388402,VF4,V,Orthorhombic,Ima2,2.0010968,0.20010968,10,False
mp-1873967,VF4,V,Monoclinic,Cc,2.0000546,0.20000546,10,False
mp-2030706,VF4,V,Monoclinic,P2_1/c,4.0000004,0.20000002,20,False
mp-2039668,VF4,V,Monoclinic,C2/m,2.0000004,0.20000004,10,False
mp-2765625,VF4,V,Orthorhombic,Pnma,7.9999997,0.1999999925,40,False
mp-27309,VF5,V,Orthorhombic,Pnma,0.0,0.0,48,True
mp-752600,VF5,V,Monoclinic,Cc,0.0021001,0.00017500833333333334,12,False
mp-752907,VF5,V,Monoclinic,P2_1,0.0,0.0,24,False
mp-752912,VF5,V,Monoclinic,C2/c,0.0001846,1.5383333333333332e-05,12,False
mp-753265,VF5,V,Monoclinic,P2_1/c,7.76e-05,3.2333333333333334e-06,24,False
mp-753449,VF5,V,Monoclinic,P2_1/c,0.0,0.0,24,False
mp-756640,VF5,V,Tetragonal,P4/n,0.0,0.0,12,False
mp-757128,VF5,V,Monoclinic,Cc,0.0,0.0,12,False
mp-757854,VF5,V,Monoclinic,P2_1/c,0.0,0.0,24,False
mp-758214,VF5,V,Orthorhombic,Cmce,0.0,0.0,24,False
mp-760250,VF5,V,Monoclinic,P2_1/c,0.0,0.0,48,False
mp-760312,VF5,V,Monoclinic,P2_1/c,1.54e-05,3.2083333333333337e-07,48,False
mp-760320,VF5,V,Monoclinic,P2_1/c,0.0001294,2.6958333333333335e-06,48,False
mp-764959,VF5,V,Orthorhombic,Pnma,0.0,0.0,24,False
mp-765600,VF5,V,Monoclinic,P2_1/c,0.0014765,6.152083333333334e-05,24,False
mp-765621,VF5,V,Orthorhombic,P2_12_12_1,0.0,0.0,24,False
mp-765624,VF5,V,Monoclinic,P2_1/c,8.47e-05,3.5291666666666666e-06,24,False
mp-765646,VF5,V,Orthorhombic,Pnma,0.0,0.0,24,False
mp-1047795,VF5,V,Orthorhombic,Cmcm,3.7668161,0.31390134166666667,12,False
mp-1101189,VF5,V,Monoclinic,P2_1/c,0.0,0.0,24,False
mp-1101210,VF5,V,Orthorhombic,Pnma,0.0,0.0,24,False
mp-1160849,VF5,V,Monoclinic,P2_1/c,0.0,0.0,24,False
mp-1443442,VF5,V,Monoclinic,C2/c,0.0007287,6.0725e-05,12,False
mp-2017776,VF5,V,Orthorhombic,Pccn,0.0,0.0,24,False
mp-17407,Au3F8,Au,Monoclinic,P2_1/c,2.0,0.09090909090909091,22,True
mp-942,AuF3,Au,Hexagonal,P6_122,0.0,0.0,24,True
mp-30103,AuF5,Au,Orthorhombic,Pnma,0.0,0.0,48,True
mp-973777,Hg3F,Hg,Cubic,Pm-3m,0.0002266,5.665e-05,4,False
mp-973778,Hg3F,Hg,Cubic,Fm-3m,6.68e-05,1.67e-05,4,False
mp-982008,Hg3F,Hg,Tetragonal,I4/mmm,0.0004299,0.000107475,4,False
mp-706,HgF,Hg,Tetragonal,I4/mmm,0.0,0.0,4,True
mp-8177,HgF2,Hg,Cubic,Fm-3m,9e-05,3e-05,3,True
mp-974603,HgF2,Hg,Tetragonal,P4_2/mnm,0.0,0.0,6,False
mp-1102332,HgF2,Hg,Orthorhombic,Pnma,0.0,0.0,12,False
mp-1184655,HgF3,Hg,Cubic,Fm-3m,0.9973082,0.24932705,4,False
mp-29422,HfCl4,Hf,Monoclinic,P2/c,0.0,0.0,10,True
mp-862845,IrCl2,Ir,Tetragonal,P4_2/mnm,0.0003718,6.196666666666666e-05,6,False
mp-27666,IrCl3,Ir,Monoclinic,C2/m,0.0,0.0,8,False
mp-568208,IrCl3,Ir,Orthorhombic,Fddd,0.0,0.0,16,True
mp-729507,IrCl3,Ir,Monoclinic,C2,0.0006678,4.17375e-05,16,False
mp-865956,IrCl3,Ir,Hexagonal,P6_3/mmc,0.0004669,5.83625e-05,8,False
mp-1186356,Os3Cl,Os,Cubic,Fm-3m,6.61e-05,1.6525e-05,4,False
mp-571035,OsCl4,Os,Orthorhombic,Cmmm,2.0,0.4,5,True
mp-1186783,Pt3Cl,Pt,Cubic,Fm-3m,0.5304359,0.132608975,4,False
mp-23290,PtCl2,Pt,Trigonal,R-3m,0.0,0.0,18,True
mp-567484,PtCl2,Pt,Orthorhombic,Pnnm,0.0,0.0,6,False
